,Unnamed: 0,Customer_name,Date,Rating,Review_Title,Review,Sentimens,normal
2083,83,Ahmad hanif,November 2019,5.0,Excellent service by rifa,"Untuk fasilitas kamar nya bersih dan nyaman , untuk makanan nya enak dan memuaskan sekali , untuk pelayanan nya sangat baik dan ramah , untuk mbak rifa dan mas rizani terimakasih untuk pelayanan nya , sangat memuaskan sekalii",Positive,untuk fasilitas kamar nya bersih nyaman makan nya enak muas layan nya ramah mbak rifa mas rizani terimakasih layan nya muas sekali
2084,84,Yuni W,November 2019,5.0,Exccellent service,"Untuk fasilitas nya sangat bersih dan nyaman , untuk parkiran nya sangat mudah , makanan nya sangat enak dan memuaskan apalagi makanan rebus nya sangat enak sekali , untuk pelayanan nya sangat baik dan ramah untuk berkomunikasi , untuk mbak rifa dan tim yang lainnya terimakasih untuk pelayanan nya , lain kali saya menginap disini lagi",Positive,untuk fasilitas nya bersih nyaman parkir nya mudah makan nya enak muas makan rebus nya enak layan nya ramah komunikasi mbak rifa tim terimakasih layan nya kali inap
2085,85,Riseu mulyanii,November 2019,5.0,Excellent,"Hotel yg bagus dan cocok untuk menginap, staff nya friendly dan helpful breakfast room and other semuanya bagus. Handle check in dengan mba luthfi sangat membantu req saya. Terimakasih ibis bandung tsb, recomended👌🏻",Positive,hotel yang bagus cocok inap staff nya friendly helpful breakfast room and other bagus handle check in mbak luthfi bantu req saya terimakasih ibis bandung tersebut recomended
2086,86,Putrika,November 2019,4.0,Good hotel,"Hotel yang nyaman dan pelayanan nya baik. Luthfi dari GRO sangat membantu dan Andre bagian bellboy bantuin barang2 saya. Serta pelayanan yang lainnya pun sangat membantu dan memuaskan. Juga fasilitasnya pun begitu baik, apapun yang dibutuhkan tersedia.",Positive,hotel nyaman layan nya baik luthfi gro bantu andre bellboy bantuin barang2 saya serta layan bantu muas juga fasilitas baik apa butuh sedia
2087,87,Sipakko Marko N,November 2019,5.0,Excellent service by Nenna and FBS team,"Hotel yang sangat recommended di kota bandung karena lokasinya yang sangat strategis berada di pusat kota bandung dan connecting ke mall besar di bandung, makanannya sangat enak dan bervariatif, kamarnya sangat rapih, pelayanan dari checked in sampai checked out sangat memuaskan.",Positive,hotel recommended kota bandung lokasi strategis pusat kota bandung connecting mall bandung makan enak variatif kamar rapih layan checked in checked out muas
2088,88,Donny,November 2019,5.0,Excellent service by Nenna and FBS team,"Sambutan dari pemilik sangat ramah, pelayanan seluruh staf sangat memuaskan. Pelayanan dari semua staff sangat memuaskan terutama dari tim fbs. Kebersihan dan fasilitas sempurna. Jika ada waktu pasti menginap disini lagi. Recomended",Positive,sambut milik ramah layan staf muas layan staff muas tim fbs bersih fasilitas sempurna jika inap lagi recomended
2089,89,Irfan Saeful Wathon,November 2019,5.0,"Excellent service by Nenna, Dimas and FB team","Saya sudah beberapa kali menginap di sini, karena memang nyaman. Saya cukup terpuaskan dengan menu sarapan yang sangat beragam, dari menu internasional sampai tradisional.  Sarannya buat Ibis hotel, toilet kamarnya tinggal ditambahin alat untuk mengunci hehe",Positive,saya kali inap sini nyaman saya puas menu sarap agam menu internasional tradisional saran ibis hotel toilet kamar tinggal ditambahin alat kunci he
2090,90,handika subarkah,November 2019,5.0,"excellent service by Nenna, Dimas and FB team",udah lumayan sering nginep di sini. tempatnya strategis dan paling deket trans studio. kalau mau ke sana ga usahjauh-jauh. pelayanannya oke banget. varian makanannya banyak. asyiknya bisa pilih banyak menu makanan,Positive,sudah lumayan menginap sini tempat strategis dekat trans studio tidak usahjauh jauh layan oke banget varian makan banyak asyik pilih menu makan
2091,91,Alexazahraa,November 2019,5.0,Excellent service from housekeepinhg staff,"Kamar bersih dan nyaman, proses check in pun cepat,lokasi hotel yg dekat dengan mall tsm. dan juga terimakasih untuk hk staff pak roni, mba tris dan mba ucan yg ramah sekali dan membantu saya saat saya stay di ibis, sukses selalu...",Positive,kamar bersih nyaman proses check in cepat lokasi hotel yang mall tsm terimakasih hk staff roni mbak tris mbak ucan yang ramah bantu stay ibis sukses selalu
2092,92,Henderson,November 2019,5.0,Exelcellent service hoskiping,"Dari Cikarang bersama keluarga menginap di Ibis semalam di berikan pelayanan yang sangat baik oleh fahry,saya dan keluarga menyasa nyaman dan enak untuk beristirahat. Rekomendasi bgt..Buat yg mau liburan ke Bandung",Positive,dari cikarang keluarga inap ibis malam layan fahry saya keluarga sasa nyaman enak istirahat rekomendasi banget buat yang libur bandung
2093,93,anwar123,November 2019,5.0,excellent service by tita,"hotelnya strategis dekat kemana2 deket sama mall juga kamar nya bersih rapih dan selama saya menginap kamar saya di bersihkan sama mba tita kerjanya cepat dan bersih dan selalu menawarkan bantuan,ramah terimakasih ibis bakal balik lagi kalo ke bandung.",Positive,hotel strategis kemana2 dekat mall kamar nya bersih rapih inap kamar sih mbak tita kerja cepat bersih tawar bantu ramah terimakasih ibis kalau bandung
2094,94,Bepe,November 2019,5.0,Kunjungan dalam rangka kerja,Saya bambang pamungkas..bekerja di pemerintahan dan saat ini saya sedang dalam kedinasan di kota bandung. Kami menginap di hotel ibis trans studio..didalam pelayanan selama kami terima sejak awal datang hingga kepulangan sangat baik...dan jg pelayanan housekeping an. Apip sangat baik..ramah dan bersih dlam bekerja dan rapi.,Positive,saya bambang pamungkas kerja perintah dinas kota bandung kami inap hotel ibis trans studio dalam layan terima pulang baik dan juga layan housekeping an apip baik ramah bersih dlam rapi
2095,95,philip frankly,November 2019,5.0,"excellent service by Nenna, Dimas and FB team","hotel yang sangat bagus karena sangat bersih dari semua sisi hotel, lokasinya juga sangat strategis karena dekat dengan mall terbesar di bandung, makanan pada saat breakfast sangat bervariasi dan enak, pelayanan dari Nenna, Dimas dan Tito sangat oke",Positive,hotel bagus bersih sisi hotel lokasi strategis mall besar bandung makan breakfast variasi enak layan nenna mas tito oke
2096,96,Dona,November 2019,5.0,"Excellent service by Nenna, Rahma and FB team","Pelayanan bagus, makanan juga sangat enak dan bervariasi, hotel bersih dari semua sisi hotel, lokasinya sangat strategis karena dekat dengan mall besar di bandunh. Pelayanan dari awal check in sampai check out sangat memuaskan terutama dari Nenna dan tim FBS",Positive,layan bagus makan enak variasi hotel bersih sisi hotel lokasi strategis mall bandunh layan check in check out muas nenna tim fbs
2097,97,endah sukarni,November 2019,5.0,"Excellent service by Nenna, Rahma and FB team",pelayanannya ok. Pegawainya ramah. Tempatnya strategis n representatif buat meeting ataupun buat weekend dengan keluarga. Untuk makanannya dari segi variasi bagus tapi dari segi rasa masih perlu ditingkatkan lagi. Spesial untuk mba nena ambasador restoran thanks untuk pelayanannya,Positive,layan ok pegawai ramah tempat strategis representatif meeting weekend keluarga untuk makan segi variasi bagus segi tingkat lagi spesial mbak nena ambasador restoran terima kasih layan
2098,98,arling widyasakti,November 2019,5.0,"excellent service by Nenna, Nia and FB team","Pelayanan baik ramah dan makanan enak complate the best...... untuk kamar nyaman pemandangan kota bandung terlihat bagus indah, cocok untuk holiday keluarga untuk makanan udah enak ditambah menu yang lain lagi mantapss",Positive,layan ramah makan enak complate the best kamar nyaman pandang kota bandung bagus indah cocok holiday keluarga makan sudah enak tambah menu mantapss
2099,99,setiawan,November 2019,5.0,"excellent service by Nenna, Rifa and FB team",bagus bersih amana nyaman recomended bgt deket tempat arena maen anak anak akses mall terbesar di kota bandung  kamarnya sangat nyaman makanannya sangat enak dan banyak sekali variannya pelayanannya juga sangat luar bias,Positive,bagus bersih amana nyaman recomended banget dekat arena main anak anak akses mall besar kota bandung kamar nyaman makan enak varian layan bias
2100,100,Rifki,November 2019,5.0,House keeping,Bagus nyaman dan cepat untuk proses check in nya.. View nya mantap.  Serta pelayanan yg membersihkan kamarnya oke.. Ramah ke tamu.. Tahnks fahry dari dari housekeeping cekatan bgt dalam pengantaran sikat giginya juga... Dan juga untuk ibu ucan sebagai supervisor nya.,Positive,bagus nyaman cepat proses check in nya view nya mantap serta layan yang bersih kamar oke ramah tamu tahnks fahry housekeeping cekat banget antar sikat gigi juga dan ucan supervisor nya
2101,101,Getaway17923871858,November 2019,4.0,Hotel Ibis TSM,"Good Hotel, pelayanannya baik, makanan enak, meskipun kamar minimalis btw so' good lah, jalan-jalan dekat dengan Mall n than fasilitas oke dekat juga dengan permainan di Trans Studio Bandung.. Best lah pokoknya.. :) ",Positive,bagus hotel layan baik makan enak kamar minimal bicara-bicara so bagus lah jalan mall than fasilitas oke main trans studio bandung best pokok
2102,102,Fmilmi,November 2019,5.0,"Excellent service by Nenna, Dimas and FB team",Segi pelayanan dan kenyamanan sudah baik. Namun pada lantai 22 masih kurang baik sinyal dari Wifi sehingga internet terkadang down. Dari segi lokasi sudah sangat strategis karena bersebelahan dengan Trans Studio Mall.,Positive,segi layan nyaman baik namun lantai 22 sinyal wifi internet terkadang down dari segi lokasi strategis bahan trans studio mall
2103,103,Satriadi saja,November 2019,5.0,"Excellent service by Nenna, Chika and FB team","Hotel bintang 3 ditengah kota Bandung tapi seperti bintang 5 dengan bangunan yg berbeda untuk ukuran hotel Ibis kebanyakan ukurannya sangat megah, pelayananya baik ,stafnya ramah dan selalu menawarkan bantuan",Positive,hotel bintang tengah kota bandung bintang bangun yang beda ukur hotel ibis banyak ukur megah pelayananya staf ramah tawar bantu
2104,104,Padjya,November 2019,5.0,"Excellent service by Nenna, Chika and FB team","Overall pelayanan bagus dari awal check on sampai check out pelayanan sangat memuaskan terutama dari tim FBS selaly membantu pada saat breakfast dan lunch, terimakasih banyak untuk tim Ibis bandung trans studio dan untuk mbak Nena yang sangat luar biasa",Positive,overall layan bagus check on check out layan muas tim fbs selaly bantu breakfast lunch terimakasih tim ibis bandung trans studio mbak nena
2105,105,Bernika chanda,November 2019,5.0,Best service from housekeeping staff,"Kamar bersih, nyaman, proses check in cepat dan pelayanannya baguss saat saya minta tooth brush yg memang sistemnya request, staff housekeeping bagian telepon operatornya mba tris juga baik dan ramah,handling request guest pun tidak sampai menunggu lama dan mba ucan selaku supervisor housekeeping sendiri sangat ramah sekali. Best service for housekeeping ibis trans! Terimakasii",Positive,kamar bersih nyaman proses check in cepat layan baguss tooth brush yang sistem request staff housekeeping telepon operator mbak tris ramah handling request guest tunggu mbak ucan supervisor housekeeping ramah sekali best service for housekeeping ibis trans terimakasii
2106,106,Winnie,November 2019,5.0,"Excellent service by Nenna, Ebby and FB team",Hotel yang sangat bagus dari semua hal. Semua sisi hotel sangat rapih dan aestetic dan sangat bersih Pelayanan dari check in sampai check out sangat memuaskan dan sangat membantu terutana dari tim fbs. Terimakasih mbak nenna,Positive,hotel bagus hal semua sisi hotel rapih aestetic bersih layan check in check out muas bantu terutana tim fbs terimakasih mbak nenna
2107,107,Evin,November 2019,5.0,"Excellent service by Nena, Dimas and Sintiany","Kami sangat terkesan dengan pelayanan dari pegawai disini, smoga dapat dipertahankan serta fasilitas hotel juga sangat baik namun saya mau usul agar di kamar mandi ada kran untuk tamu mengambil air wudhu, sukses terus untuk hotel ibis trans...serta para pegawainya sangat ramah dan sangat membantu terutama Mbak Nenna selalu menawarkan menu menu sarapan.",Positive,kami kes layan pegawai sini smoga tahan fasilitas hotel usul kamar mandi kran tamu ambil air wudhu sukses hotel ibis trans serta pegawai ramah bantu mbak nenna tawar menu menu sarap
2108,108,Adi,November 2019,5.0,"Excellent service by Nenna, Dimas and FB team","Secara umum baik utuk kamar sangat rapih dan sangat nyaman. Pemandangannya sangat indah karena city view Makanannya semuanya enak dan banyak variannya Pelayanan sangat memuaskan dari semua staffs, terutama dari tim FBS namanya Mbak Nenna, Dimas dan sintiany selalu menawarkan bantuan dan menawarkan menu menu yang tidak ada di buffet. Luar biasa",Positive,cara utuk kamar rapih nyaman pandang indah city view makan enak varian layan muas staffs tim fbs nama mbak nenna mas sintiany tawar bantu tawar menu menu buffet luar
2109,109,elsad101,November 2019,5.0,"Excellent service by Nenna, Chika and FB team",Pelayanannya bagus dab ramah dari semua staff di hotel dari awal check in sampai check out terutama dari tim FBS Dekat dengan pusat kota dan letaknya dekat dengan mall besar di bandung  Kamar bersih dan sangat rapih.,Positive,layan bagus dab ramah staff hotel check in check out tim fbs dekat pusat kota letak mall bandung kamar bersih rapih
2110,110,Rodi,November 2019,5.0,Excellent service from housekeeping,"Saya menginap di hotel ibis untuk acara pplp kejurnas, hotel ini sangat nyaman , kamar bersih dan rapih, proses chek in cepat. Terimakasih mas bowo , mba rista dan juga mas fahry. Selama 4 hari ini saya betah di ibis",Positive,saya inap hotel ibis acara pplp kejuaraan nasional hotel nyaman kamar bersih rapih proses chek in cepat terimakasih mas bowo mbak rista mas fahry lama betah ibis
2111,111,fauzan,November 2019,5.0,Excellent service Housekeeping,menginap 4 malam...dari pekan baru ke bandung dalam acara...kejurnas pplp selama 4 malam...enak untuk pemandangan dari jendelanya..peralatan di kamar semua berfungsi dengan baik....petugas kamarnya ramah sopan..enak di ajak diskusi..sampe nunjukin tempat nongkrong di bandung..makasih ya mas Fahry housekeeping...dan Ibu Ucan Supervisor Housekeeping juga...pokoonya ibis trans the best,Positive,inap malam dari pekan bandung acara kejuaraan nasional pplp malam enak pandang jendela alat kamar fungsi baik tugas kamar ramah sopan enak ajak diskusi sampai nunjukin kumpul-kumpul bandung terima kasih iya mas fahry housekeeping dan ibu ucan supervisor housekeeping juga pokoonya ibis trans the best
2112,112,Satria T,November 2019,5.0,housekeeping Ibis trans Studio bandung,pelayanan yg diberikan housekeeping ibis trans...sangat baik dan nyaman. Selalu mengganti seprai saya setiap membersihkan kamanya...dan handulk nya di ganti. untuk perlengkapan nya selalu tersedia full..mas fahry sangat ramah banget ke saya dan teman saya..merasa nyaman ...,Positive,layan yang housekeeping ibis trans sangat nyaman selalu ganti seprai bersih kama dan handulk nya ganti lengkap nya sedia full mas fahry ramah banget teman saya rasa nyaman
2113,113,Aditiyarafli439@gmail.com,November 2019,5.0,Pelayanan house keping,Dari jakarta menginap 4 hari lokasi dekat dengan mall sangat strategis pelayananya baik ramah fahri dari hous kiping telah memberikan pelayanan yang nyaman dari pertama nginap sampai check out di berikan pelayanan dengan baik dan nyaman,Positive,dari jakarta inap lokasi mall strategis pelayananya ramah fahri hous kiping layan nyaman nginap check out layan nyaman
2114,114,Tarno sp,November 2019,5.0,Excellent service by Rizani firman,"Pelayanan nya bagus, terutama pelayanan mas rizani yang ramah sekali, sopan, tempat nya strategis. Makasih juga buat faldy, Nena, Nia , Christa.  dan FB team. Hotel nya bagus dan pemandangan nya indah. Makanan nya enak2. Suasana tempat nya nyaman, dekat dengan mall juga. Dekat dengan masjid trans juga. Thanks untuk Ibis Bandung trans studio. Lain kali saya balik lagi kesini.",Positive,layan nya bagus layan mas rizani ramah sekali sopan nya strategis terima kasih faldy nena nia christa facebook team hotel nya bagus pandang nya indah makan nya enak2 suasana nya nyaman mall juga dekat masjid trans juga terima kasih ibis bandung trans studio lain kali kesini
2115,115,Is mulfajri,November 2019,5.0,Excellent  service by Nenna and FB team,"Pelayanan cukup baik, memuaskan, makanan ada menyesuaikan selera pengunjung, kamar bersih, pelayanan receptionist sampai petugas house kepping baik apapun yang diminta untuk fasilitas sajadah dipenuhi.",Positive,layan baik muas makan sesuai selera unjung kamar bersih layan receptionist tugas house kepping apa fasilitas sajadah penuh
2116,116,Achmad,November 2019,5.0,Exellent by fb team,"Untuk pelayanan nya, sangat memuaskan sekali. Makanan nya enak2. Terutama service nya mas rizani sangat ramah dan baik. Juga ba sintiyani Terimakasih ibis bandung trans. Next time kita balik lagi kesini.",Positive,untuk layan nya muas sekali makan nya enak2 utama service nya mas rizani ramah baik juga ba sintiyani terimakasih ibis bandung trans lanjut time kesini
2117,117,Erdison,November 2019,5.0,Excellent service fb,"Buat pelayanan di restoran sangat memuaskan..... makanananya pun banyak macam macamnya soto bandung yang dibuat khusus pun sangat enak sekali.... staffnya pun ramah ramah trutama mas rizani mba sintiany, mas dimas, mba rifa",Positive,buat layan restoran muas makanananya macam soto bandung khusus enak sekali staffnya ramah ramah terutama mas rizani mbak sintiany mas mas mbak rifa
2118,118,apri,November 2019,5.0,excellent service housekeeping,"dari kejurnas pplp dari jakarta menginapndi ibis bandung trans studio selama 4 malam.. baru hari pertama saya stay. pelayanan yg diberikan oleh housekeeping sangat bagus dan baik..saya keluar kamar untuk latihan dan pas balik llagi kamr saya sudah dlm ke adaan bersih dan rapih.. teruuntuk mas fahry terimakasih yaaaa..dan mba tris nya juga sangat membantu saya,,,rekom banget hotel ini",Positive,kejuaraan nasional pplp jakarta menginapndi ibis bandung trans studio malam stay layan yang housekeeping bagus baik saya kamar latih pas llagi kamr dalam ada bersih rapih teruuntuk mas fahry terimakasih yaaaa dan mbak tris nya bantu saya rekom banget hotel
2119,119,yayat hidayat,November 2019,5.0,excellent service fb,"kita liburan keluar dari jember sangat puas nginep di ibis karena pelayanan yang sangat memuaskann dari makanan pun banyak macamnya terus pelayanan staffnya baik baik ramah ramah terutama mba sintiany, mas laksono, mba cika, mas dodi dan mas faldy",Positive,libur jember puas menginap ibis layan memuaskann makan macam layan staffnya ramah ramah mbak sintiany mas laksono mbak cika mas dodi mas faldy
2120,120,Desri,November 2019,5.0,excellent service by Nena and FB team,"kamar Mandi bersih, penginapanya nyaman Suka banget, Makanan enak, pelayanannya bagus, karyawan sopan, Ramah, dapat secrim lagi, pelayanan bagus banger, klo ke bandung nginap sini lagi Latonya heheeee",Positive,kamar mandi bersih penginapanya nyaman suka banget makan enak layan bagus karyawan sopan ramah secrim lagi layan bagus banger kalau bandung nginap latonya heheeee
2121,121,Najwa david hendra,November 2019,5.0,"Excellent service by Nenna, Indri and FB team",Ass..selamat pagi Hari2 yang menyenangkan..nginap di hotel ibis bandung trans studio..suasana nyaman para kru semua pada sopan..baik dan ramah...makanan nya enak2..tp sayang kami orang padang suka makan pedas dan nasi kurang suka pulen..,Positive,ass selamat pagi hari2 senang nginap hotel ibis bandung trans studio suasana nyaman kru sopan baik ramah makan nya enak2 tapi sayang orang padang suka makan pedas nasi suka pulen
2122,122,zhr e,November 2019,5.0,"Excellent service by Nenna, Hanif and FB team","Service sama suasana nya memuaskan...😊🤗🙂🤩😎namun sayang ada kendala di fasilitas lift nya😕😶😯🥴🤕😐😪 ada masukan untuk segera buat kolam renang. sapaan baik dan pendekatan yang baik ke anak kecil dari restoran ambassador, ka nenna. terima kasih banyaakkk!!🤩🤩🤩🤩🤩",Positive,service suasana nya muas namun sayang kendala fasilitas lift nya masuk kolam renang siapa dekat anak restoran ambassador kakak nenna terima kasih banyaakkk
2123,123,andri,November 2019,5.0,"excellent service by Nenna, Faldy and FB team","pelayanan dari nena, faldy and fb team buat nyaman, kamar hotel bersih, makanan khususnya sarapan menunya bervariasi, tapi ada ada sedikit masalah mengenai lift hotel sehingga hanya 1 yg berfungsi jd agak sedikit bikin lama untuk turun ke lobi atau ke kamar hotel, tp secara ksluruhan semuanya baik, trimakasih untuk pihak hotel Ibis Bandung Transtudio untuk pelayanannya, gonna come back to this hotel 🙂",Positive,layan nena faldy and facebook team nyaman kamar hotel bersih makan sarap menu variasi lift hotel yang fungsi jadi bikin turun lobi kamar hotel tapi ksluruhan baik trimakasih hotel ibis bandung transtudio layan gonna come back to this hotel
2124,124,Warto,November 2019,5.0,Excelent fb team,"Saya nginep dan pesan ala carte di ibis trans studio, pelayanannya ramah bgt spesial mas Rizani, reza, doni, lili dan egi makanannya juga enak.  Recommend utk nongkrong bareng atau kumpul keluarga. The best, saya akan balik lagi. Makasiihh",Positive,saya menginap pesan ala carte ibis trans studio layan ramah banget spesial mas rizani reza doni lili egi makan enak recommend untuk kumpul-kumpul bareng kumpul keluarga the best lagi makasiihh
2125,125,Keygen D,November 2019,5.0,Asian barbecue all you can eat,"Malam ini makan bbq dgn keluarga di ibis bandung trans studio pelayanannya sangat ramah dan bagus, terkhusus buat mas rizani, indra, egi, bayu, lili, eza, rere, sintiyani, bayu, doni, terimakasih banyak semua atas pelayanan yang sangat memuaskan.",Positive,malam makan bbq dengan keluarga ibis bandung trans studio layan ramah bagus khusus mas rizani indra egi bayu lili eza rere sintiyani bayu doni terimakasih layan muas
2126,126,Dea,November 2019,5.0,Excelent service,"Selama menginap, kamar nya bersih, pelayanan jga ramah, terimahkasih buat team housekeeping nya yg selalu ramah , buat mas firdian dan jalal,  Makanan nya enak, bervariasi,   Next, sya akan kembali lgi kesini,",Positive,lama inap kamar nya bersih layan juga ramah terimahkasih team housekeeping nya yang ramah mas firdian jalal makan nya enak variasi lanjut sya lagi kesini
2127,127,Fitra,November 2019,5.0,Excellent service by Nena,"Bagus Excellent Nyaman Strategis,makanan enak,utk sarapannya lumayan komplit,tapi lobinya kurang luas klo tamu kebetulan banyak susah nyari tempat duduk,mungkin Sofanya bisa ditambah lagi ya yg dilobi",Positive,bagus excellent nyaman strategis makan enak untuk sarap lumayan komplit tapi lobi luas kalau tamu susah mencari duduk mungkin sofa tambah iya yang lobi
2128,128,Nurachman Setiawan,November 2019,5.0,Excellent service by chika and rahma,"Saya baru kali ini menginap disini, sejauh ini nyaman nyaman saja, tidak ada kendala sama sekali. Dilayani dengan sangat baik oleh mba chika dan mba rahma. Makanannya enak enak banget, saya suka sekali. Resto nya nyaman buat santai santai.",Positive,saya kali inap sini nyaman nyaman saja kendala sekali layan mbak chika mbak rahma makan enak enak banget suka sekali resto nya nyaman santai santai
2129,129,Felicia Inesita Bawan,November 2019,5.0,Excellent service by chika,"Pelayanan ok. Makanan bnyk varian. Hotelnya bagus, nyaman buat keluarga. Resto nya bikin nyaman juga, baik baik yang melayaninnya, sangat membantu saya. Mba chika juga baik, ramah dan saya senang dilayaninya. Makasih banyak mba chika sukses terus.",Positive,layan ok makan banyak varian hotel bagus nyaman keluarga resto nya bikin nyaman juga melayaninnya bantu saya mbak chika baik ramah senang layan terima kasih mbak chika sukses terus
2130,130,Muchsin,November 2019,5.0,"Excellent service by Nenna, Rifa and FB team","Hotelnya nyaman dan menu sarapannya sesuai ekspektasi enak dan cocok dilidah dan layak direkomendasikan utk kunjungan selanjutnya. Terima kasih atas pelayanannya, semoga dapat Terus dipertahankan dan ditingkatkan mutu pelayanannya.",Positive,hotel nyaman menu sarap sesuai ekspektasi enak cocok lidah layak rekomendasi untuk kunjung lanjut terima kasih layan moga terus tahan tingkat mutu layan
2131,131,Teguh imansyah,November 2019,5.0,Excellent service by chika and team,"Baru pertama kali menginap disini, tidak ada kendala sama sekali menginap disini saya senang nyaman, makanannya enak enak, tempat nya recommend dan strategis, lokasi nya bagus, orang nya baik baik termasuk mba chika ramah sekali dan saya senang dilayaninya. Leadernya pa tito juga sangat baik. Dan rekannya mba chika seperti mba christa, mba sarah, mas sukitno dan mas rizal mereka sangat membantu. Terimakasih sukses terus untuk hotel ini.",Positive,baru kali inap sini kendala inap senang nyaman makan enak enak nya recommend strategis lokasi nya bagus orang nya mbak chika ramah senang layan leadernya apa tito baik dan rekan mbak chika mbak christa mbak sarah mas sukitno mas rizal bantu terimakasih sukses hotel ini
2132,132,Wahyuuu,November 2019,5.0,Friendly,"Assalamualaikum wr wb, saya wahyu dari tangerang saya merasa nyaman menginap di ibis bandung trans studio dengan pelayanan yg sangat excellent dan friendly dari mas laksono terima kasih telah berbincang ringan di pagi hari. Pertahankan mas laksono dan mas faldy mas dandi dan mas egis .i like it..",Positive,assalamualaikum wr wb wahyu tangerang nyaman inap ibis bandung trans studio layan yang excellent friendly mas laksono terima kasih bincang ringan pagi hari tahan mas laksono mas faldy mas dandi mas egis like it
2133,133,Deden mujahid akbar,November 2019,5.0,Exelence service by Nena N Fb Team,Yang saya suka dari pelayanan hotel Ibis Makanannya enak beuud... memanjakan lidah.  Selain itu pelayanan nya juga gesit..  Bertemu Mba Nena Sang Restaurant Ambasador yang ramah dan informatif..Nice job !,Positive,yang suka layan hotel ibis makan enak beuud manja lidah selain layan nya gesit temu mbak nena sang restaurant ambasador ramah informatif bagus job
2134,134,Dony A,November 2019,5.0,Excellent service by nana and fbteam,"Untuk pelayanan reseptionis ok,dan makanan lumayan banyak pilihannya. Untuk kamar sudah cukup untuk urusan bisnis.lokasi strategis dekat dengan trans studio bandung, dan bisa langsung buat main di trans studio.",Positive,untuk layan reseptionis ok dan makan lumayan pilih untuk kamar urus bisnis lokasi strategis trans studio bandung langsung main trans studio
2135,135,@ridwan,November 2019,5.0,Nongkrong di oopen resto,"Pelayanan ok Tempat ok Boy, Reza and Adit thank you,makanannya juga enak makasih buat chef Denny yg membuat pasta buntut yg enak banget, tempatnya nyaman bersih juga, harganya murah recommend banget untuk nongkrong",Positive,layan ok tempat ok boy reza and adit thank you makan enak terima kasih chef denny yang pasta buntut yang enak banget tempat nyaman bersih juga harga murah recommend banget kumpul-kumpul
2136,136,Yanuar,November 2019,5.0,Excellent service by chika and team,"Saya menginap disini karena ada acara kantor dan hampir dua bulan sekali. Menurut saya menginap disini oke, hotel nya nyaman, makanannya enak, bersih sekali tempatnya, mba chika nya lucu, disini deket kemana mana saya senang, terimakasih juga pa oyo sekaligus leader,  mba chika, mas dandi, mas laksono, mas faldy, mba rahma, mba rifa dan team yang lainnya kalian ramah sekali dalam melayani saya.",Positive,saya inap acara kantor sekali turut inap oke hotel nya nyaman makan enak bersih tempat mbak chika nya lucu dekat mana senang terimakasih apa oyo leader mbak chika mas dandi mas laksono mas faldy mbak rahma mbak rifa team ramah layan saya
2137,137,Yuyun,November 2019,5.0,Liburan keluarga,"Tempat nyaman strategis stafnya ramah ramah makananya enak enak dan variatif, suasan sarapan adem tentram cozzy , dekat tempat wisata dan belanja. Pokonya happy suatu saat saya pasti kembali lg bersama keluarga, dan terima kasih banyak buat mas laksono telah menemani ngbrol2 bersama keluarga kami",Positive,tempat nyaman strategis staf ramah ramah makananya enak enak variatif suasan sarap adem tentram cozzy wisata belanja poko bahagia lagi keluarga terima kasih mas laksono tani ngbrol2 keluarga
2138,138,Hadian Noor,November 2019,5.0,Excellent service by chika and team,"Saya sering sekali menginap disini dan sejauh ini tidak ada kendala sama sekali menginap disini. Lingkungannya strategis, pelayanannya sangat bagus, makanannya oke oke, cucu saya dikasih ice cream dia senang sekali, makasih banyak mba chika, mas laksono, mas dandi dan team mereka ramah sekali melayani keluarga saya. Hotel ibis trans studio memang oke.",Positive,saya inap kendala inap sini lingkung strategis layan bagus makan oke oke cucu kasih ice cream senang sekali terima kasih mbak chika mas laksono mas dandi team ramah layan keluarga saya hotel ibis trans studio oke
2139,139,Lina,November 2019,5.0,Good,Terima kasih ibis Bandung trans studio telah menjadi hotel recommeted setara bintang3 to dengan pelayanan semua staffnya menjadi serasa Ada d hotel yg lebih tinggi levelnya. Dan staff nya yg friendly senang menolong Dan membantu membuat saya lebih nyaman lama2 d ibis Bandung trans studio. Terima kasih mas laksono telah melayani kami sekeluarga dengan ikhlas Dan tulus.,Positive,terima kasih ibis bandung trans studio hotel recommeted tara bintang3 to layan staffnya serasa ada hotel yang level dan staff nya yang friendly senang tolong dan bantu nyaman lama2 ibis bandung trans studio terima kasih mas laksono layan keluarga ikhlas dan tulus
2140,140,61664,Februari 2020,2.0,Pelayanan Tidak Baik,Pelayanan yang dilakukan oleh Felly sebagai Manager sangat tidak ramah. Dan sy harus menunggu beberapa lama karena tidak mendapatkan non smooking room padahal sebelumnya sudah ditawarkan ruangan dimaksud.,Negative,layan felly manager ramah dan saya tunggu non smooking room tawar ruang maksud
2141,141,ericaclaire2020,Januari 2020,2.0,Tidak recommend..  Check in sangat lama dan lama menunggu kamar baru jam 5 sore.. breakfast standard banget.. old room..,Sangat penuh bahkan terlalu ramai.. tidak dapat mengkoordinir dengan baik pd saat proses check in.. kamar baru dapat pukul 5 sore.. sangat mengecewakan.. breakfast terlalu penuh.. makanan sangat biasa.. old room..,Negative,sangat penuh ramai mengkoordinir pada proses check in kamar sore kecewa breakfast penuh makan biasa old room
