,Customer_name,Date,Rating,Review_Title,Review,Sentimens
200,aikaramina,Desember 2017,4.0,"Lokasi Strategis, Nyaman","Saya memesan 2 kamar saat libur panjang natal kemarin, saya sudah menelepon dan confirm check in jam 14.00. Saya datang sekitar jam 15.30 dan kamar yang baru ready cuma 1, satunya diberikan kunci hanya harus menunggu sekitar 30-40 menit. Setelah konfirmasi setelah 1 jam, ternyata kamarnya belum ready juga dan akhirnya pindah kamar, pihak hotel mengatakan bahwa dikarenakan banyak late check out jd seperti ini.Overall, kamarnya nyaman, alat mandiny Lengkap, sarapannya enak dan bervariasi, nah karena kepadatan tamu juga saat sarapan sangat ramai dan ada antrian dulu saat mau duduk, namun petugas selalu mengisi makanan yang habis. Lokasi sangat strategis, ada pintu yang langsung ke mall bandung indah plaza. Namun, sayang bangunannya masih bangunan tua mungkin bs direnov untuk ke…",Positive
1,yeni w,Juli 2022,5.0,singgah dan bekerja,"Harga terjangkau untuk stay orang bisnis tepat sekali apalagi seperti saya yang bekerja dan hanya transit saja karena di tengah kota dan wifi juga lancar, kamar nya minimalis dan tidak ada kendala apapun.",Positive
2,pandu s,Juli 2022,5.0,Hotel budget OK,"Hotel bersih, check in mudah tangah malam, pelayanan ramah, sarapan lengkap enak. Lokasi dengan stasiun gubeng, dekat dengan mall. Fasilitas kolam renang bersih, wifi terkoneksi dengan baik didalam kamar",Positive
3,Firman,Juli 2022,5.0,Luar biasa,"Salah satu hote budget andalan di surabaya, karena fasilitas sangat lengkap dengan harga sangat terjangkau.. service excellent, luar biasa.. Next sudah pasti kesini lagi setiap staycation.. pertahankan ya",Positive
4,Meydina Puspita Sari,Juli 2022,5.0,liburan bersama keluarga,"dari segi harga terjangkau sekali karena ditengah kota, ada kolam renangnya harris jadi anaknya saya senang dan untuk kamarnya minimalis memang tapi oklah, untuk petugasnya juga tanggap jadi baik dan ok",Positive
5,sal,Juli 2022,5.0,minimalis,"kamar yang cocok buat backpacker dengan toilet seperti dalam pod unik kamar kecil tapi vieewww TOP BGT meskipun jendela tetep nggak bisa dibukak tapi tetep bagus,, Staff ramah banget membantu kemarin sempet mau cari charger langsung diarahkan juga mall terdekat dan lengkapp sipp banget",Positive
6,Zakie,Juni 2022,5.0,Kerja nyaman,"Disaat diharuskan kerja by medsos, wifinya sangat lancar kami senang, dan kamarnya pun rapi, pelayanannya pun jg oke, hotel jg tersedia minimart dibawah jd mempermudah ketika ad kebutuhan harian yg ingin dibeli jd ga jauh2 carinya",Positive
7,Adinda,Juni 2022,5.0,Pp,"Hotel bintang 4 yang recommended di tengah kota Surabaya. Proses check in berlangsung cepat. Lobby megah dan bersih, design kamar mewah tapi juga ada unsur “fun” nya. Disediakan sofa di tiap kamar untuk duduk-duduk. Channel TV lengkap. Kebersihan kamar terjaga. Variasi menu breakfast sangat banyak.  Overall OK dan recommended, hanya beberapa kekurangan minor yg semoga menjadi perhatian dan improvement bagi management hotel.",Positive
8,Putra,Juni 2022,5.0,Staycation,"Kebersihan kamar bagus, kamar tidak begitu luas tapi cukup belum coba poolnya, kamar 652 smooking tapi tetap nyaman sudah bolak balik sih kesini tapi pelayanan tidak pernah mengecewakan sekalipun sipppp",Positive
9,randy,Juni 2022,5.0,staycation,"Saya randy kamar 662 ,pertama kali menginap di hotel ini nyaman kamarnya minimalis kebersihan cukup baik dan alhamdullillah tidak ada masalah ac ataupun sprei dan lain lain resepsionis juga top ramahnya",Positive
10,Arip fahrudin,Juni 2022,5.0,Mantap banget,Tidak pernah gagal kalo menginap di hotel seperti ini Sangat nyaman Kamar bersih AC dingin dan air hangatnya mantep banget Fasilitas baik Respon karyawan baik banget Akses jalan strategis banget Untuk harga sangat terjangkau,Positive
11,Rahmat Pakaya,Juni 2022,5.0,Backpaker,"Keseluruhan baik tidak ada kendala , cocok untuk backpaker karena dari harga sangat terjangkau dan untuk kamarnya juga aman tidak ada kendala apapun, petugasnya juga ramah jadi tidak perlu diragukan lagi",Positive
12,wesilah,Juni 2022,5.0,transit hotel,"transit hotel yang recommended, alhamdulilah saya dan keluarga nyaman sekali . dekat dengan stasiun Gubeng jadi sangat terjangkau untuk backpack yang akan ke stasiun karena dekat dan pelayanan nya ok banget, makananya mantap lebih mewah dari yang lain top",Positive
13,Handy S,Juni 2022,5.0,Awesome,"Pelayanan nya memuaskan, bagus, reption ramah tamah, uda coba fasilitas kolam renang nya dan worthit dengan harga bintang 2, masih menjalankan protokol kesehatan,akses nya dekat kalo mau kemana-mana. Kalo ke surabaya pasti balik lagi ke POP Gubeng",Positive
14,Cantik,Juni 2022,5.0,Happy Happy,Very nice Hotel . Kamar oke harga terjangkau. Dapat pool view dari jendela kamar bagus banget lihat nya .saya menginap nya pas weekend ya jadi lumayan sih suasana rame banget tamu nya tapi reception profesional handle nya ramah tetap nice ingat banget dibantu kakak eva good service. Lobby nya asik buat nongkrong bisa beli kopi dan jajan enak . Thank you.,Positive
15,Xoxo,Juni 2022,4.0,Menginap,"Hotelnya bersih, cukup nyaman,, staf hotel ramah, harga sewa cukup terjangkau, ukuran kamar standart (tapi kurang recommended untuk sekamar lebih dari 2 orang, sangat cocok bagi yang ingin shortstay di surabaya.",Positive
16,Reno,Juni 2022,5.0,Menginap pertama kali,First IMPRESSION ke Pop hotel kamarnya kecil cocok buat backpacker dan transit PALING TOPNYA ada lah RESEPSIONIS yang sopan ramah dan juga membantu kek di rumah sendiri jadinyaa thanks mba salwa dan mas andi sudah disarankan tko oleh oleh juga,Positive
17,tommy,Juni 2022,5.0,Hotel harga Affordable,"Lokasi sangat strategis karena terletak di dekat stasiun gubeng dan mall grand city ,kamar bersih, staff baik dan ramah,terutama proses cek out yang cepat dan gg ribet d bantu sama mas Andik  thank you pop gubeng",Positive
18,Rosila,Juni 2022,5.0,My favorite hotel,"Sudah sering bnget banget menginap disini, secar keseluruhan selalu puas . Low price with good service.. sangat polite dan helpful.. ada swimming pool sangat besar untuk kelas budget hotel itu juara sih",Positive
19,Sefia,Juni 2022,5.0,Pop gubeng cetar,"Pop gubeng hotel pilihan utama saya ketika menginap di surabaya, hotel murah dengan fasilitas kolam renang yang sangat bagus, staff reception ramah dan memberikan informasi dengan jelas, pokok nya pop gubeng is the best",Positive
20,Ana C,Juni 2022,5.0,Family,"Menginap dengan nyaman dan menyenangkan, hotelnya affordable, lingkungannya juga nyamaaan dan menenangkan, pelayanannya juga bersih, staffnya ramah-ramah dan cepat responsif untuk mengatasi segala macam keluhan",Positive
21,ghamahogagaul,Juni 2022,5.0,Exellent,"Overall good. Pegawai hotel semua ramah. kebersihan bagus, nyaman. Tapi waktu menginap ac bocor deras tapi bagi saya tidak masalah. Selain itu semua bagus. Terima kasih pop hotel gubeng surabaya. Recommnded",Positive
22,Moch holidin,Juni 2022,5.0,Family stay,"Pop gubeng oke banget,  sangat puas stay disini,  valuable price for traveller,  lobby sangat luas dan besar, fasilitas lengkap diblobby ada minimarket jd sangat membantu gak perlu keluar keluar..........",Positive
23,Hanafi,Juni 2022,5.0,Weekend mantap,Hotel ini pasti bikin senang keluarga saat menginap di periode weekend . Bisa menggunakan kolam renang hotel Harris gratis dan bermain foto bareng Dino di area kolam renang. Anak saya senang . Happy dan puas. Terima kasih kak Eva Uda di kasih balon buat anak saya.sukses selalu hotel pop gubeng,Positive
24,Nova S,Juni 2022,5.0,Backpacker,"Hotelnya cocok untuk backpacker bareng pasangan karena untuk istirahat saja jadi masih oke lah, karena harganya menurut saya murah di tengah kota gedungnya jadi satu sama Harris dan bisa berenang meskipun dibatasi tapi masih oke lah. Hanya tidak ada pengering rambut di kamar.",Positive
25,chozin,Juni 2022,5.0,Transit,"Tempatnya nyaman untuk tempat transit juga bisa, karena dekat dengan stasiun Gubeng jadi recommended tempatnya , dari petugasnya pun juga sangat membantu dan ramah jadi senang walaupun hanya sebentar.",Positive
26,Roni Agustinus,Mei 2022,4.0,Hotel bagus dengan harga ekonomis,"Hotel strategis dengan harga ekonomis, kita bisa pilih kamar menghadap timur atau barat (kolam renang), di lantai bawah ada gerai Janji Jiwa(sampai jam 02.00 dini hari), Terang Bulan Bangka(Martabak) ada juga Alfamart,  kamar bersih, saya bisa istirahat dengan nyaman,  di kamar tidak disediakan alat memasak air, tetapi disediakan Dispenser di lantai bawah dekat Alfamart, kemarin coba isi Tumbler 3 kali, cuma terisi sekali, dua kali galon dalam keadaan kosong(mohon petugasnya untuk sering mengecek), enaknya bisa berenang, pelayanan baik, suatu kali mungkin saya akan kembali lagi ke sini",Positive
27,Nandini P,Mei 2022,5.0,Menginap di Pop hotel Gubeng surabaya,"Untuk ukuran kamar nya pas tidak terlalu luas dan tidak terlalu kecil. semua barangnya minimalis. Dengan harga sangat terjangkau, dapat akses kolam renang dan dilobi ada mini marketnya. Lumayan untuk backpacking bareng keluarga. Next bakal kesini lagi",Positive
28,Prio,Mei 2022,5.0,Very recommended hotel,"One of recommended budget hotel in Surabaya, the price is so cheap and room so comfy.. jd kalau ke surabaya selalu pilih hotel ini karena dimana lagi menginap di hotel budget dengan kolam renang yang sangat besar dan bagus banget",Positive
29,Lutfhi,Mei 2022,5.0,Family time at POP gubeng,"Weekend yang sangat asik di POP dengan nuansa anak muda banget, kolam renang ramai sekali, pelayanan sangat bagus walaupun antri check in panjang, next jika ada waktu saya mau coba yang Harris nya hehehe",Positive
30,Puspitasanur,Mei 2022,5.0,Staycation,"Kamar bersih dengan view kota Surabaya yang baik, kebersihan kamar mandi ok, pelayanan ramah, check in mudah ketika ada kendala staf hotel segera melayani dengan baik, rekomended hotel untuk staycation bersama teman maupun keluarga",Positive
31,poppy,Mei 2022,5.0,Family trip,Sering sekali saya menginap di pop hotel dimanapun dan selalu sama untuk pelayananya amaizing . Staff ramah 'makanan enak dan ini kali pertama saya di pop gubeng ' dekat kemana aja kalo mau jalan ke mall bisa'stasiun juga deket' terimakasih pop hotels,Positive
32,Selviana,Mei 2022,5.0,Kamar Luas,"Bersih, Kamar murah, terjangkau , pelayanan yang terbaik.. rekomended untuk keluarga karena fasilitas ada kolam renang besar untuk anak2 dan keluarga. WiFi bagus , kamar nyamam dan pelayanan nya gercepp bgt",Positive
33,Ibad,Mei 2022,5.0,Menginap nyaman,"Hotelnya bersih, nyaman, wifi lancar, lokasi strategis, sayangnya belum coba fasilitas kolm renangnya. Pelayanannya bagus, ramah, selama menginap tidak ada kendala dan semua staffnya selalu menggreating tamu nya dengan ceria",Positive
34,Ayu,Mei 2022,5.0,Lebaran Mubarak,"Minal aidhin wal faidzin all . Lebaran kali ini mudik ke Surabaya dan menginap di hotel POP gubeng Surabaya sangat puas dengan segala nya. Awal datang agak rene sih tapi maklum karna lagi pada liburan pastinya , check in tetap lancar reception ramah banget namanya Eva , dan check out dibantu kak Eva lagi baik dan membantu . Fasilitas oke ada alfa mart , kopi jj , terang bulan . Area bersih . Mantap lah",Positive
35,Shyska Indahsari,Mei 2022,5.0,transit di surabaya,"sangat nyaman sekali sih untuk transit saja, untuk kebersihannya sudah cukup bersih dan petugasnya ramah help full banget ,hanya wifinya sempat tidak connect beberapa kali tapi semuanya sudah baik menurut saya",Positive
36,Lulu,Mei 2022,5.0,Staycation,"Kebersihan kamar cukup baik, pembuangan air cukup lama, harganya cukup affordable kolam renang bersih anak anak happy diajak kesini baru pertama kali, dari kamar 1050 dan 1052 atas nama luluh, see you again pop",Positive
37,Veni,Mei 2022,5.0,Libur Lebaran Seru,Kami menginap di hotel POP  gubeng pas liburan srkalian lebaran di surabaya. Pelayanan bagus banget diluar dugaan fasilitas oke juga ada kolam renang gabung dengan hotel HARRIS . Reception ramah dan membantu . Terimakasih buat mbak Eva,Positive
38,mutia,Mei 2022,5.0,transit keluarga,"cukup nyaman untuk perjalananku dan keluarga dari jakarta transit di pop gubeng ini, pelayanannya juga ramah hanya saja di lobby terasa panas saat antri cek in hotel yang panjang dikarenakan jadi satu deh, dulu seinget saya disebelah tapi pas saya ke lobby pop ternyata sudah banyak perubahan.",Positive
39,Fredy V,Mei 2022,5.0,Transit surabaya,"Sangat menyenangkan Di lobby ada kedai kopi dan ada alfaexpress Pelayanan nya bagus, kamar yg bersih kamar mandi yg berbeda dari hotel lain nya. Pelayanannya juga sangat ramah dan membuat saya sebagai tamu hotel menjadi lebih nyaman untuk menginap di hotel ini.",Positive
40,Mindasari R,April 2022,5.0,Transit perjalanan mudik,"Pelayanan bagusss bangett, tidak mengecewakan,makananya juga enak pas buat anak-anak., masukkan lift di pop perlu di cek lagi karena lampunya tidak nyala jadi bingung dan sempet trouble di toilet tidak keluar air tapi akhir sudah di pindahkan, petugas sipp ramah banget",Positive
41,Reno,April 2022,5.0,Solo traveling,"Pertama kali ke Surabaya ketemu ni hotel, hotel bintang dua yang affordable fasilitas lengkap dan petugas yang ramah ramah check in check out sangat asiiiikkk soalnya staffnya helpfull terimakasih mba Salwa dan mba Dita sudah diberitahu beberapa mall terdekat",Positive
42,Refadiana,April 2022,5.0,hotel dekat stasiun,"sangat direkomendasikan untuk para backpacker yang ke surabaya, hotel yang dekat dengan stasiun gubeng dan harga yang terjangkau kamarnya milenial dan staff helpfull sudah 2 kali kesini belum ada kendala sama sekali.",Positive
43,Fatiruna A,April 2022,5.0,Weekend happy,"Weekend kali ini spend waktu untuk staycation di pop gubeng, keseluruhan no comment, sangat baik, pelayanan sangat baik dari resepsionis nya sangat ramah dan helpfull banget. Will recommend this hotel for other guest",Positive
44,yoris s,April 2022,5.0,Staycation,"Letak hotel cukup strategis mau kemana mana mudah, terutama harganya affordable dan juga sudah include kolam renang juga padahl tergolong hotel budget tapi resepsionis dan juga lobby sangat melebihi ekspektasi",Positive
45,Animm,April 2022,5.0,Staycation,"Pelayanan ramah, bersih kamar dan juga rapi  Harga terjangkau juga untuk staycation di Surabaya untuk kamu yg ingin staycation atau ada kerjaan yg mendadak bs menjadi referensi untuk menginap di hotel ini.",Positive
46,Riyanti,April 2022,5.0,Overall ok,Dari segi harga terjangkau.. Lokasi strategis  dekat apartemen saya. Seneng banget pokokny bakal langganan   Suka bngt like.. Hotelnya bagus bngt untuk harga segitu.... Suka pokokny next bakal ksini lagi.,Positive
47,Putri2001,April 2022,5.0,Staycation singkat yg menyenangkan,"Hotelnya cukup nyaman, ada fasilitas kolam renang yang gabung dengan 4 stars hotelnya. Sarapan paginya masih diantar ke kamar tp tastenya lumayan enak, saya pilih nasi goreng, pelayanan checkin dan checkout yang cepat dan reception yg ramah. Khusunya Mba Eva dan Venda yang sangat informatif.",Positive
48,Bernadeta,April 2022,5.0,All Good,Hotel dengan fasilitas lengkap. Pelayanan bagus . Di kamar nyaman tidak ada kendala selama menginap. Pegawai semua ramah . Reception baik.. thank kak eva friendly banget. Protokol kesehatan terjaga dengan baik. All good,Positive
49,Jenny,April 2022,5.0,Berlibur dengan keluarga,"Sudah sering menginap disini, keseluruhan bagus sangat suka banget konsep hotel ini, budget hotel tapi sangat worth it, ada swimming pool sangat bagus cocok untuk liburan dengan keluarga.. service excellent",Positive
50,Natalia,April 2022,5.0,Budget Hotel ter Best,"Saya pertama kali sih nginap di POP gubeng tapi ternyata keren juga ... bisa free berenang ... kamar nyaman, reception ramah . Makasih kak eva dibantu join member nya juga . Di lobby POP ada jajanan dan kopi jadi saya rasa POP gubeng paling lengkap dan oke banget",Positive
51,Nugroho,April 2022,5.0,Staycation,"Pertama kali ke pop gubeng surabaya sangat bagus sekali. Staff ramah dan pelayanan super ramah juga. Kamar bersih,wifi lancar dan menu breakfast juga enak. Saat check out di bantu mas andik yang ramah . Terimakasih pop gubeng",Positive
52,Langlang P,April 2022,5.0,staycation,"untuk kamar overall nyaman tempatnya, kamarnya bersih, untuk pelayanan juga oke, dan untuk harga nya low budget. untuk kolam renang sangat nyaman dan asik untuk berkumpil bersama teman teman dan keluarga",Positive
53,Kholil,April 2022,5.0,"many times stay here,good","Sering banget menginap di hotel ini sih karena dari harga sangat terjangkau dan pelayanan sangat baik sekali , hanya saja kemarin dapat twin bed but its okay, kamar oke dan fasikutas lengkap… wifi oke",Positive
54,As,April 2022,5.0,Transit disurabaya,"Menginap disini nyaman, pelayanannya cepat dan ramah. Lain kali kalau ke surabaya lagi pasti bakal nginep di hotel ini. Cuman agak berisik kalo lagi bersihin kamar sebelah. Tapi worth it lah dengan harga terjangkau kamar dan pelayanannya terbaik. Trimakasih hotel pop.",Positive
55,Budi Artayasa,April 2022,5.0,TERIMAKASIH,"Terimakasih atas pelayanan, terutama pak YUS'AD di reception.pelayanan super cepat tngap.. hotel bersih dan semua karyawan sangat rumah. TERIMA KASIH.lain kali saya pasti akan kembali lagi menginap disana kalo kembali lagi ke surabaya.",Positive
56,Starr,April 2022,5.0,Staycation,"Kamar unik dan bersih staff ramah dan membantu seperti dirumah sendiri ada telfon juga jadi kalau ada apa apa ga perlu kebawah harga affordable sesuai dengan harga si kamarnyaaaaaaa, ada fasilitas pool juga",Positive
57,zizi z,Maret 2022,5.0,Happy,"menyenangkan sih stay di pop gubeng, harga sangat terjangkau degan fasilitas kokam renang, lobby nyaman. pelayanan sangat baik, lokasi strategis., ad minimarket didalam hotel sangat membantu sekali sih",Positive
58,Farah,Maret 2022,5.0,Liburan keluarga,"Tempatnya strategis banget dari pusat kota, harga sangat terjangkau sekali buat saya dan keluarga juga nyaman, kamarnya juga bersih sih fasilitas lengkap juga jadi top banget pokoknya dan cari makan juga gampang.",Positive
59,Andi Muhammad A,Maret 2022,5.0,Staycation,"Ada kendala di wifinya sinyalnya kurang baik, overall dari segi kebersihan kamar kenyamanan semuanya oke proses check in dan check out lancar dibantu staff resepsionisnya yang sangat ramah lewat aja di sapaa",Positive
60,Fathoni,Maret 2022,5.0,Amazing,POP hotel oke mantap . Nyaman dan harga juga oke. Wifi lumayan hanya saja colokan listrik dekat jendela agak kendor. Pelayanan oke. Reception kak Eva nya ramah . Lobby bersih. Ada alfamart ada janji jiwa  . Mantap,Positive
61,Fafa,Maret 2022,5.0,Staycation singkat menyenangkan,"Hotelnya sangat nyaman, kamarnya bersih, wifi aja si kadang ilang kadan nyambung, pelayanan nya ramah, proses checkin cepat, sayang belum sempat coba fasilitas kolam renang, kalo ke surabaya pasti kesini lagi",Positive
62,alicia v,Maret 2022,5.0,staycation with family,hotel bintang 2 yang ok banget murah tapi fasilitas ok kamar saya rasa cukup baik ada kendala sedikit di wifi tapi over all ok stacation nyaman buat keluarga cuman belum coba kolam renang next kesini lagi coba semua deh,Positive
63,merry,Maret 2022,5.0,staycation,pertama kali menginap di pop hotel gubeng yang katanya teman saya bersih dan murah. ternyata benar kamarnya bersih dan makanan breakfastnya enak sekali. wifi dikamar sangat kenceng dan fasilitas pool nya juga oke . terimakasih mas andik dan mba julia sudah membantu proses check in dan check out saya.,Positive
64,Andhika,Maret 2022,5.0,Istirahat nyaman dan enak,"Hotelnya unik, check in cepat, ada air hangat dan dingin untuk mandi, kamar bersih, parkir tersedia dan luas, sangat rekomended untuk yg ke surabaya karena harga terjangkau dan murah di kantong. Sekian",Positive
65,Emilda,Maret 2022,5.0,Rumah singgah surabaya,"Selalu balik ke pop Gubeng kalau ke Surabaya, karena sudah nyaman sih dengan pelayanannya,hanya TV nya burem saja sih tapi semuanya sudah baik menurut saya jadi pasti saya balik lagi, terimakasih mba Dita sudah jointkan saya member.",Positive
66,annisa,Maret 2022,5.0,stay cation unikk,kamarnya mungil dan bersih nyamann banget pas untuk para backpacker check in check out juga mudah staff nya helpfull kamar mandinya juga unik sukaaaa view dari kamarnya pas banget lokasi strategis dekat dengan stasiun gubeng,Positive
67,Hasib,Maret 2022,5.0,Pop gubeng keren,"Menginap karna habis perjalanan keluar kota untuk transit sebelum pulang. Cukup menyenangkan, ada fasilitas kolam renang, wifi lancar, staff ramah dan membantu, kebersihan cukup, hotelnya lengkap ada janji jiwa dan terang bulan buat yang mager beli jajanan",Positive
68,riskaliana,Maret 2022,5.0,pop gubeng the best,kamarnya sangat unik dan dijaga kualitas serta kebersihannya.. karyawannya sangat ramah banget mas mario mbak dita juga ramah banget..proses checkin dibantu mbak salwa yang juga ramah the best lha pop gubeng surabaya,Positive
69,Virandi A,Maret 2022,5.0,Memuaskan,"Pelayanan ramah dari front office nya, kamarnya juga unik dan bersih, lokasi nya juga strategis banget mudah aksesnya, harga kamarnya terjangkau .. Recommended buat yang mau bermalam di Surabaya......",Positive
70,Anisa R,Maret 2022,5.0,Staycasion liburan..,"Nyaman,view kamarnya bagus .. Sudah sering ke pop Gubeng padahal selalu nyaman..hotelnya sangat menjaga kebersihannya dan karyawannya juga ruamah banget..harga kamar juga cukup gak terlalu mahal.. Liburan yang asyikk",Positive
71,Zainul G,Maret 2022,5.0,Rocemended banget,"Wow..hotelnya sangat bagus.. Kamarnya bersih meskipun kecil kamarnya tapi kebersihan kamarnya di jaga banget, harga kamarnya juga terjangkau dan lokasinya juga sangat strategis.. O yaa karyawannya sangat ramah mas Mario mbak Vina .,recommended banget KL ada yamau stay d surabaya",Positive
72,Novi,Maret 2022,5.0,Nyaman,"Pelayanan ramah dari mas mario dan mbak vina, kamar bersih, hanya toilet rembes dan wastafel susah turun.. Tapi over all sangat nyaman banget apalagi lokasi hotel pop gubeng sangat startegis dan makanannya sangat enak..recomended",Positive
73,Darma W,Maret 2022,5.0,Transit to pop gubeng,"Perjalanan dari probolinggo menuju bali , transit ke pop hotel gubeng, harga cukup terjangkau  kamarnya simple sih tapi oke nyaman, bersih dan lokasi sangat oke .. pelayanan sangat membantuu sekalu... .",Positive
74,Tevin D,Maret 2022,5.0,Berlibur sambil menghadiri acara dengan keluarga,"Berlibur dengan keluarga di pop gubeng surabaya sangat oke sih, anak anak happy, keluarga senang. Harga terjangkau banget , pelayanan sangat bagus, protokol kesehatan dijalankan dengan baik sekali......",Positive
75,Ardani P,Maret 2022,5.0,Perjalanan bisnis,"Kebersihan kamar bagus, kamar tidak terlalu luas tapi cukup nyaman kamar nya, check in check out dengan mudah staff resepsionis helpfull sekali pagi ini, check out dengan senang mau kembali lagi sih ini",Positive
76,Novangga P,Maret 2022,5.0,"Bersih, pelayanan oke","Checkin oke, lokasi strategis, pelayanan oke, Hotel bagus, kamar bagus, view oke, resepsionis baik, kmar mandi bagus, parkir aman soalnya selalu dicek stnk ada atau tidak tiap keluar masuk, Security juga ramah",Positive
77,Fiyan diky,Maret 2022,5.0,Liburan kerja,Liburan saat santai dan libur kerja kami stay di hotel POP Gubeng Surabaya sambil jalan jalan sangat cocok. Suasana ok dan nyaman . Bersih juga . Wifi lancar. Pelayanan bagus dan ramah. Recepsionis baik .,Positive
78,Daniel,Maret 2022,5.0,Menginap 3 hari,Saya tamu dari kamar 1736 lumayan terjangkau untuk harganya ac dingin ngga ada kendala sama sekali dikamarnya nyaman juga tapi belum coba pool nya untuk menginap 3 malam harus ada hasil swab atau antigen jadi prokes terjaga,Positive
79,Dwi Prasetyo,Maret 2022,5.0,Staycation Top,Berlibur bersama pasangan oke banget di hotel POP Gubeng. Kebersihan oke . Di kamar nyaman . Wifi lancar . Pelayanan oke . Petugas reception ramah . Fasilitas lengkap. Hotel bagus . Strategis . Thanks,Positive
80,Wira bagus dwi putera,Februari 2022,5.0,Long Weekend,"Saya bersama keluarga sering menginap di hotel surabaya,,, tapi di POP Gubeng surabaya ini mantap sekali . Bisa berenang di HARRIS , kamar oke nyaman. Pelayanan mantap , bagus , petugas ramah mbak eva , mbak dita ,,, baik pokoknya",Positive
81,Ardhyan E,Februari 2022,5.0,Kerjaan di surabaya,"Pelayanan ramah… Kamarnya bersih nyaman serta fasilitasnya lengkap,tidak mengecewakan lha kebetulan saya lagi ada kerjaan dari solo dan tidak saah memilih hotel pop gubeng over all Ok..sangat bagus dan dipertahankan",Positive
82,Dedisetiawan,Februari 2022,5.0,Surabaya,"Kamar nyaman+pelayanan istimewa Staff nya sangat ramah banget, mas mario, andik dan mbak dita sangat ramah poll..  Ditunjang fasilitas yang lengkap,,  Sangat recomended lha buat kita yang bermalam di surabaya",Positive
83,wijaya866,Juli 2022,3.0,cozy but lack of internet speed,"Overall sudah enak dan nyaman, staf ramah, hanya disayangkan adalah akses koneksi inet yg super lemot aplagi tidak diberi pass wifi, sehingga smua org disekitar hotel bs akses. Need to fix this :) karena beberapa orang pst perlu akses inet yg stabil untuk keperluan kerja.",Positive
84,hilal r,Februari 2022,5.0,Staycation,"Pelayanan baik, sarapan enak rasanya, ac kamar kurang dingin (padahal sudah diposisi paling rendah), bagian kamar mandi karetnya sudah mulai harus diperbaiki karna air bocor keluar, suasana hotel sangat nyaman, namun hotel pop ac kurang dingin daripada hotel harris.",Positive
85,aufanastasia,Februari 2022,5.0,Baguss,"Hotel sudah bagus, harga juga terjangkau, sangat recommend untuk yang mau staycation, staff nya ramah, check in dan check out juga mudah. Semoga tetap dipertahankan yaa, wifi nya agak lemot sih semoga bisa duperbaiki",Positive
86,renada g,Februari 2022,5.0,Random trip,"Overall oke dan nyaman. View malam keren, bisa liat surabaya dari atas soalnya dapet di lantai 11. Untuk Wifi mungkin perlu perbaikan.. Selebihanya sangat oke comfort dan wajib kembali ke pop gubeng surabaya",Positive
87,Andika putra,Februari 2022,5.0,Oke,Kmarnya sesuai dengan harganya. Kasurnya lumayan sudah springbed. AC nya dingin. Channel tv banyak. Air panas 24 jam nyala. Kamar mandi berbentuk kapsul sangat unik sekali. Tidur di kamar pop cukup nyaman mengingat harga yang dibayarkan.,Positive
88,Herlina Shinta,Februari 2022,5.0,Hotel rate murah tapi pelayanan serasa bintang 5,"Sudah berkali-kali staycation di Pop Hotel Gubeng / Haris Gubeng.  Gak pernah kecewa dengan pelayanan staff2nya mulai satpam, receptionis, HK, all.. Pelayanan disini bener2 jempolan. Memang setiap check in pasti ada beberapa kendala (Pernah Lampu mati / AC tdk dingin / dll) tapi selalu berakhir salute dengan kesigapan dan keramahan pelayanannya yang bener2 bikin kangen pingin balik lagi 😁  dan akhirnya selalu balik lagi 👍 Good Job👍👍👍",Positive
89,Puput Sukma,Februari 2022,5.0,Staycation mantap,Pengalaman pertama stay sangat menyenangkan. Pelayanan baik ramah membantu sekali. Kamar bersih dan nyaman. Lingkungan hotel nyaman sehat ada prokes lengkap. Parkir free luas juga. Sangat merekomendasikan untuk staycation Surabaya. Terima kasih,Positive
90,Shabrina,Februari 2022,5.0,Hotel good,POP hotel berkelas budget tapi oke buat stay bareng teman dan keluarga . Bersih . Nyaman juga prokes nya lengkap . Kamar nyaman. Pelayanan bagus juga ramah .. reception gercep bantu tamu makasih kakak2 nya .,Positive
91,angela cynthia,Februari 2022,5.0,kesan Pertama,"hotel budget tapi oke banget. dari awal sampai pulang aman tidak ada kendala apapun. kamar oke, bersih, nyaman, sip pokok nya. pelayanan baik juga ,,, semua ramah dan baik, kak Eva terima kasih juga baik dan ramah",Positive
92,Riny,Februari 2022,5.0,First time,"Pertama kali menginap di hotel ini secara keseluruhan oke sih untuk kelas hotel budget di surabaya karena harganya juga sangat murah sekali.. Kamar oke, kebersihan perlu sedikit ditingkatkn aja. But overall oke",Positive
93,Megan I,Februari 2022,5.0,baik sekali,"tempat bersih,pelayanan baik..receptionis ramah,best lah nginep disini.. tidak ragu lagi jika bermalam d surabaya harus memilih pop gubeng surabaya.. o yaa selama pandemi ini pop gubeng prokesnta sangat baik.. mantapp",Positive
94,Tasya,Februari 2022,5.0,Bersama suami,"Kamar bersih dan nyaman dan juga dingin kamarnya nggak terlalu besar dan juga minimalis, staff staffnya ramah dan juga membantu , ada masalah tinggal telfon trus langsung dibantu sama operator, terimakasih",Positive
